descricao;empenhado;liquidado;pago
"AMOIRA CELESTE DE FRANCA BALLALAI - 52764753268";"3.220,87";"3.220,87";"3.220,87"
"AMOISIO SEVERIANO DE FREITAS - 01541048253";"9.159,98";"9.159,98";"9.159,98"
"AMOS COELHO BENICIO - 43487556200";"150,76";"150,76";"150,76"
"AMOS SILVA XAVIER - 10979196256";"280,00";"280,00";"280,00"
"A M S COMERCIO E SERVIÇOS LTDA - 19004629000138";"526.859,89";"350.043,68";"229.878,07"
"ANA ALINE SANTOS DE SOUZA - 08019192239";"776,00";"776,00";"776,00"
"ANA AMELIA TAVARES DE MELO - 10667268766";"107,62";"107,62";"0,00"
"ANA ANDREIA DE ARAUJO ROCHA - 65946073249";"538,13";"538,13";"538,13"
"ANA ANGELA ALENCAR DA SILVA - 66692210291";"28.160,00";"28.160,00";"28.160,00"
"ANA APARECIDA ARAUJO DA SILVA - 02155144245";"784,00";"784,00";"784,00"
"ANAARA LADINE MOURA DE OLIVEIRA - 00874379296";"28.571,43";"28.571,43";"28.571,43"
"ANA ASHLEY ALBUQUERQUE DAVI - 08851339279";"1.146,00";"1.146,00";"1.146,00"
"ANA BARBARA DOS SANTOS LIMA VERDE MOREIR - 03376259216";"1.464,52";"1.464,52";"1.464,52"
"ANA BEATRIZ ARAUJO DO NASCIMENTO - 01125037210";"2.862,49";"2.862,49";"2.862,49"
"ANA BEATRIZ DA COSTA RIBEIRO - 10940829290";"160,00";"160,00";"160,00"
"ANA BEATRIZ DA SILVA BORGES - 01863957286";"484,00";"484,00";"484,00"
"ANA BEATRIZ DA SILVA LOPES - 05639675284";"4.050,00";"4.050,00";"4.050,00"
"ANA BEATRIZ DA SILVA PINTO - 06055350270";"144,00";"144,00";"144,00"
"ANA BEATRIZ DE AGUIAR FARIAS - 06948298206";"40,00";"40,00";"40,00"
"ANA BEATRIZ DE ASSIS SOUZA - 96423838291";"5.073,79";"5.073,79";"5.073,79"
"ANA BEATRIZ DE CASTRO SILVA - 03355841285";"380,00";"380,00";"380,00"
"ANA BEATRIZ DE MESQUITA GOMES - 09222442270";"222,00";"222,00";"222,00"
"ANA BEATRIZ DE SANTANA CAMPOS - 06623504214";"240,00";"240,00";"240,00"
"ANA BEATRIZ DE SOUZA CAVALCANTE - 04468223294";"304,00";"304,00";"304,00"
"ANA BEATRIZ DE SOUZA MANITUARI - 10401394263";"130,00";"130,00";"130,00"
"ANA BEATRIZ DUARTE CAMELO - 07481670218";"100,00";"100,00";"100,00"
"ANA BEATRIZ LIMA DOURADO - 10531407209";"240,00";"240,00";"240,00"
"ANA BEATRIZ LOPES MESQUITA - 05461043208";"276,00";"276,00";"276,00"
"ANA BEATRIZ MAGALHAES BATISTA - 09182416265";"160,00";"160,00";"160,00"
"ANA BEATRIZ MENEZES DE LIMA - 11460257260";"144,00";"144,00";"144,00"
"ANA BEATRIZ NERYS MIRANDA - 10185592210";"304,00";"304,00";"304,00"
"ANA BEATRIZ NOGUEIRA SILVA - 06392216294";"30,00";"30,00";"30,00"
"ANA BEATRIZ PEREIRA DA COSTA - 08436663233";"480,00";"480,00";"480,00"
"ANA BEATRIZ SOUZA DO NASCIMENTO - 03625167239";"2.316,81";"2.316,81";"2.316,81"
"ANA BEATRYZ MEIRELES DA SILVA - 08265865201";"256,00";"256,00";"256,00"
"ANA BRENDA DA SILVA ANEDINO - 06449833297";"210,00";"210,00";"210,00"
"ANA CARINE DE FREITAS SILVA - 03667982275";"312,00";"312,00";"312,00"
"ANA CARITAS MESSIAS TAVARES - 02715607113";"780,00";"780,00";"780,00"
"ANA CARLA ALVES CAMELO - 03715992298";"338,00";"338,00";"338,00"
"ANA CARLA DE SOUZA BEZERRA - 04752445247";"992,92";"992,92";"992,92"
"ANA CARLA GASPAR DA SILVA - 08634018210";"288,00";"288,00";"288,00"
"ANA CARLA LIMA DA SILVA - 01769534261";"314,00";"314,00";"0,00"
"ANA CARLA MORENO - 86875825287";"308,00";"308,00";"308,00"
"ANA CARLA NERES DA SILVA - 04807086227";"3.000,00";"3.000,00";"3.000,00"
"ANA CARLA OLIVEIRA DO NASCIMENTO - 02854184246";"4.050,00";"3.600,00";"3.600,00"
"ANA CARLA OLIVIERA GOMES - 02790426201";"240,00";"240,00";"240,00"
"ANA CARLAS DE SOUZA RIBEIRO - 70026426269";"312,00";"312,00";"312,00"
"ANA CAROLINA ALMEIDA DE SOUZA - 10289235200";"2.154,00";"2.154,00";"2.154,00"
"ANA CAROLINA ANGELO PASSOS - 93016670291";"544,64";"544,64";"0,00"
"ANA CAROLINA CASSIANO LEAO - 02367507201";"7.326,27";"7.326,27";"7.326,27"
"ANA CAROLINA DA SILVA LIMA - 06536403231";"940,00";"940,00";"940,00"
"ANA CAROLINA DE LIMA BARROS - 01434429296";"860,00";"860,00";"860,00"
"ANA CAROLINA DE SILVA QUEIROZ - 09206765299";"490,00";"490,00";"490,00"
"ANA CAROLINA FARIA E SILVA - 03546600983";"1.205,53";"1.205,53";"1.205,53"
"ANA CAROLINA FERNANDES - 89959531287";"1.001,87";"1.001,87";"1.001,87"
"ANA CAROLINA FERREIRA DE HOLANDA - 06245754208";"7.435,29";"7.435,29";"7.435,29"
"ANA CAROLINA OLIVEIRA GUEDES MEMORIA - 00627834248";"2.438,86";"2.438,86";"2.438,86"
"ANA CAROLINA SILVA SANTIAGO - 81550910230";"21.600,00";"21.600,00";"21.600,00"
"ANA CAROLINA SOUZA DO NASCIMENTO - 08619104276";"150,00";"150,00";"150,00"
"ANA CAROLINE CAVALCANTE DA SILVA - 03051132241";"1.760,00";"1.760,00";"1.760,00"
"ANA CAROLINE COSTA E SILVA - 87771144268";"10.820,63";"10.820,63";"10.820,63"
"ANA CAROLINE DA SILVA ARAUJO - 06897997218";"390,00";"390,00";"390,00"
"ANA CAROLINE DA SILVA LOPES TAVARES - 01889787205";"9.701,49";"9.701,49";"9.701,49"
"ANA CAROLINE DE OLIVEIRA TABOSA - 07051784200";"390,00";"390,00";"390,00"
"ANA CAROLINE DE SOUZA LEMOS - 03127594283";"376,00";"376,00";"376,00"
"ANA CAROLINE GOMES FERREIRA ROESLER - 51164868268";"7.873,24";"7.873,24";"7.873,24"
"ANA CAROLINE LIMA DE ALMEIDA - 09492113201";"346,00";"346,00";"346,00"
"ANA CASSIA MENEZES GOMES - 08399701297";"400,00";"400,00";"400,00"
"ANA CASSIA NOGUEIRA MAIA - 70180162233";"980,00";"980,00";"980,00"
"ANA CASSIA NOGUEIRA MONTEIRO - 57831998268";"1.789,37";"1.789,37";"1.789,37"
"ANA CASSIA TAVARES MENDONÇA - 00645174203";"572,50";"572,50";"572,50"
"ANA CATHERINE DA SILVA MORAIS - 02351767292";"9.298,85";"9.298,85";"9.298,85"
"ANA CECILIA SZUTA DE SOUZA - 03007159270";"2.052,00";"1.890,00";"1.890,00"
"ANAC - FGTS - 05899982000119";"262.460,46";"262.460,46";"262.460,46"
"ANA CLARA ALVES PINHEIRO - 70695335278";"320,00";"320,00";"320,00"
"ANA CLARA ANDRADE DO NASCIMENTO - 09870367267";"560,00";"560,00";"560,00"
"ANA CLARA AZEVEDO BORGES - 08938207250";"380,00";"380,00";"380,00"
"ANA CLARA BARRETO DO VALE - 09111470208";"1.760,00";"1.760,00";"1.760,00"
"ANA CLARA BORGES DA SILVA - 07309108221";"210,00";"210,00";"210,00"
"ANA CLARA BORGES PINTO - 08798103270";"878,00";"878,00";"878,00"
"ANA CLARA CORREIA SILVA - 06440613243";"368,00";"368,00";"368,00"
"ANA CLARA DA COSTA PAIVA - 06786941257";"100,00";"100,00";"100,00"
"ANA CLARA DAMASCENO LIMA - 10422466298";"490,00";"490,00";"490,00"
"ANA CLARA DA SILVA - 06241451235";"600,00";"600,00";"600,00"
"ANA CLARA DA SILVA DANTAS - 11364079283";"112,00";"112,00";"112,00"
"ANA CLARA DA SILVA LIMA - 71309015279";"1.700,00";"1.700,00";"1.700,00"
"ANA CLARA DO NASCIMENTO LORA - 09644060202";"368,00";"368,00";"368,00"
"ANA CLARA DOS SANTOS MORAIS - 03877664210";"120,00";"120,00";"120,00"
"ANA CLARA DOS SANTOS SILVA - 02127812271";"70,00";"70,00";"70,00"
"ANA CLARA FERREIRA BEZERRA - 04083127260";"230,00";"230,00";"230,00"
"ANA CLARA GONZAGA DE LIMA - 10715820206";"370,00";"370,00";"370,00"
"ANA CLARA LIMA DA SILVA - 05109052263";"1.800,00";"1.800,00";"1.800,00"
"ANA CLARA LIMA LUCENA - 07008344279";"80,00";"80,00";"80,00"
"ANA CLARA MARTINS DA SILVA - 05708100273";"110,00";"110,00";"110,00"
"ANA CLARA MELO DE OLIVEIRA - 07989667266";"600,00";"600,00";"600,00"
"ANA CLARA MENEZES DE SOUZA - 04423840251";"720,00";"720,00";"720,00"
"ANA CLARA MORAIS DO NASCIMENTO - 05070169203";"550,00";"550,00";"550,00"
"ANA CLARA OLIVEIRA DE SOUZA - 10274691248";"1.170,00";"1.170,00";"1.170,00"
"ANA CLARA OLIVEIRA NASCIMENTO - 09460026222";"1.638,00";"1.638,00";"1.638,00"
"ANA CLARA PEREIRA - 71352345293";"400,00";"400,00";"400,00"
"ANA CLARA PEREIRA DE SOUZA - 10063950243";"150,00";"150,00";"150,00"
"ANA CLARA PINHEIRO GOMES - 09020582232";"1.058,00";"1.058,00";"1.058,00"
"ANA CLARA ROCHA DA SILVA - 02409074260";"70,00";"70,00";"70,00"
"ANA CLARA ROCHA DE SOUZA - 05158151288";"16.592,65";"16.592,65";"16.592,65"
"ANA CLARA RODRIGUES DA SILVA - 03104416257";"2.240,00";"2.240,00";"2.240,00"
"ANA CLARA RODRIGUES DA SILVA - 10336469209";"1.492,00";"1.492,00";"1.492,00"
"ANA CLARA SANTOS DA SILVA - 08928757207";"232,00";"232,00";"232,00"
"ANA CLARA SILVA DA CRUZ - 10716593246";"1.838,00";"1.838,00";"1.838,00"
"ANA CLARA SILVA DAMASCENO - 07007366201";"1.492,00";"1.492,00";"1.492,00"
"ANA CLARA SOUZA DO NASCIMENTO - 08619135236";"160,00";"160,00";"160,00"
"ANA CLARA SOUZA DOS SANTOS - 08408057219";"380,00";"380,00";"380,00"
"ANA CLAUDIA ALVES DABADIA - 01978213166";"15.458,85";"15.458,85";"15.458,85"
"ANA CLAUDIA COSTA DA SILVA - 47798556249";"3.767,40";"3.767,40";"3.767,40"
"ANA CLAUDIA DE ARAUJO DA SILVA - 08708477248";"400,00";"400,00";"0,00"
"ANA CLAUDIA FERREIRA - 01409072207";"600,00";"0,00";"0,00"
"ANA CLAUDIA FRANCISCO SALOMÃO - 92522017268";"8.502,35";"8.502,35";"6.887,98"
"ANA CLAUDIA GERMANO PEREIRA DA COSTA - 41284500225";"3.220,88";"3.220,88";"3.220,88"
"ANA CLAUDIA LOPES DA SILVA - 73862223272";"16.560,00";"16.560,00";"16.560,00"
"ANA CLAUDIA ONOFRE BARROS - 77271769234";"10.800,00";"10.800,00";"10.800,00"
"ANA CLAUDIA PASSOS BATISTA - 19692285200";"36.868,12";"36.868,12";"36.868,12"
"ANA CLAUDIA SILVA DO NASCIMENTO - 70721874215";"302,00";"302,00";"302,00"
"ANA CLAUDIA VIEIRA DOS SANTOS - 88161188220";"14.287,97";"14.287,97";"14.287,97"
"ANA CLÉCIA AMORIM SOARES - 07782619211";"1.174,00";"1.174,00";"1.174,00"
"ANA CLEIA JESUS DA SILVA RICARDO - 69113920200";"304,00";"304,00";"304,00"
"ANA CLÉIA LEANDRA DA SILVA - 06969557251";"740,00";"740,00";"740,00"
"ANA CLEUDA PEREIRA PASSOS TEIXEIRA - SF - 04034484000140";"1.000,00";"1.000,00";"1.000,00"
"ANA CLICIA SANTOS DE OLIVEIRA - 02327617286";"320,00";"320,00";"320,00"
"ANA CLIVIA DE OLIVEIRA SILVA - 06743033260";"340,00";"340,00";"340,00"
"ANA CLIZ LIMA SILVA - 08891008290";"360,00";"360,00";"360,00"
"ANA CRISTINA DA SILVA FARIAS - 19760523272";"96.768,33";"96.768,33";"2.316,81"
"ANA CRISTINA DA SILVA FERREIRA - 06691707206";"960,00";"960,00";"960,00"
"ANA CRISTINA DA SILVA PINHO - 00502899263";"2.209,97";"2.209,97";"2.209,97"
"ANA CRISTINA DA SILVA REBOUÇA - 05397128252";"80,00";"80,00";"80,00"
"ANA CRISTINA DE FREITAS LEITE - 98555910200";"2.316,81";"2.316,81";"2.316,81"
"ANA CRISTINA E SILVA DA SILVEIRA - 36075175253";"4.794,70";"4.794,70";"3.220,32"
"ANA CRISTINA FERREIRA DE MELO - 04096785202";"580,00";"580,00";"580,00"
"ANA CRISTINA MAIA JANSEN - 33980730263";"4.887,74";"4.887,74";"2.713,51"
"ANA CRISTINA MIRANDA DE OLIVEIRA - 50819437204";"780,00";"780,00";"780,00"
"ANA CRISTINA MORAES DA SILVA CARVALHO - 44412886204";"17.758,27";"17.758,27";"17.758,27"
"ANA CRISTINA OLIVEIRA DE PAULA - 03786916276";"160,00";"160,00";"160,00"
"ANA CRISTINA SALES DE MESSIAS - 00269971777";"1.574,38";"1.574,38";"1.574,38"
"ANA CRISTINA SILVA LOES - 06136968240";"160,00";"160,00";"160,00"
"ANA C RODRIGUES - 11003903000142";"2.405,44";"2.405,44";"0,00"
"ANA DARLA DA SILVA DE LIMA - 09074907270";"672,00";"672,00";"672,00"
"ANA DEBORA FORTE SANTANA DE PAULA - 35967650210";"4.036,50";"4.036,50";"4.036,50"
"ANADORA LIBANIO ALEMAO - 00112267220";"7.554,19";"7.554,19";"7.554,19"
"ANA ELIZA ROCHA DA SILVA - 02409083250";"70,00";"70,00";"70,00"
"ANA ELOISA FERREIRA DE SOUZA - 02278967266";"420,00";"420,00";"420,00"
"ANAELTON SANTOS DE ALMEIDA - 05568626278";"202,40";"202,40";"202,40"
"ANA EMILY SILVA RODRIGUES DE LIMA - 07785782245";"320,00";"320,00";"320,00"
"ANA EVILY QUEIROZ DE SOUSA - 09687830239";"720,00";"720,00";"720,00"
"ANA FLÁVIA DANTAS DE ALENCAR - 08005941269";"1.130,00";"1.130,00";"1.130,00"
"ANA FLAVIA NOBREGA DE LIMA LEAL - 00521503213";"4.294,50";"4.294,50";"4.294,50"
"ANA FLAVIA NOBREGA DE LIMA LEAL MENEZES - 00521503213";"222,51";"222,51";"222,51"
"ANA FLÁVIA RAMOS DA SILVA - 03790323250";"320,00";"320,00";"320,00"
"ANA FLAVIA RODRIGUES DO NASCIMENTO - 00878569219";"3.220,33";"3.220,33";"3.220,33"
"ANA FRANCISCA DIAS DE NEGREIRO SILVA - 52211843204";"11.922,98";"11.922,98";"11.922,98"
"ANA FRANCISCA FEITOZA DE OLIVEIRA - 02481538200";"1.740,00";"1.740,00";"1.740,00"
"ANA GABRIELE ALVES VALENTIN - 08562329207";"366,00";"366,00";"366,00"
"ANA GABRIELE NASCIMENTO DE MIRANDA - 00582251290";"3.314,09";"3.314,09";"3.314,09"
"ANA GABRIELLY DE OLIVEIRA GOIS - 07122851214";"320,00";"320,00";"320,00"
"ANA GABRIELY OLIVEIRA DA SILVA - 07060607250";"1.090,00";"1.090,00";"1.090,00"
"ANA GALDINO DA SILVA - 57790531204";"30.000,00";"30.000,00";"30.000,00"
"ANA HELLEN GUIMARAES LIMA - 04427933246";"900,00";"900,00";"900,00"
"ANAIANA VITORIA CAVALCANTE DA SILVA - 08323035261";"2.292,00";"2.292,00";"2.292,00"
"ANAILDO MOURA DE OLIVEIRA - 33973091234";"32.686,04";"32.686,04";"32.686,04"
"ANAILDO NERY DE OLIVEIRA - 52247740200";"7.142,86";"7.142,86";"7.142,86"
"ANAILTON GUIMARAES SALGADO - 19622350259";"15.000,00";"15.000,00";"15.000,00"
"ANA IRIS SIMAO DOS SANTOS - 96590890234";"292,64";"292,64";"292,64"
"ANA ISABEL COELHO MONTERO - 34235019104";"1.291,51";"1.291,51";"1.291,51"
"ANA ISA DA SILVA FRANCISCO VICENZE DE LIMA - 01069190241";"320,00";"320,00";"320,00"
"ANA IZABEL DA SILVA MENDONÇA - 10770363296";"1.200,00";"1.200,00";"1.200,00"
"ANA IZABELY DA SILVA LIMA - 03139303254";"280,00";"280,00";"280,00"
"ANA JAMILE DA SILVA NONATO - 01962913210";"150,00";"150,00";"150,00"
"ANA JAMILE GUIMARAES DA SILVA - 06907587238";"294,00";"294,00";"294,00"
"ANA JAMILY DA SILVA DIAS - 07568006255";"1.142,00";"1.142,00";"1.142,00"
"ANA JANAIRA DOS SANTOS OLIVEIRA - 00662095286";"4.240,00";"4.240,00";"4.240,00"
"ANA JAQUELINE CRUZ DE LIMA - 07472440221";"184,00";"184,00";"184,00"
"ANA JHULY MAIA FARIAS - 07202371227";"296,00";"296,00";"296,00"
"ANA JÚLIA AMORIM DE OLIVEIRA - 07610226270";"340,00";"340,00";"340,00"
"ANA JULIA DAMASCENO DE ANDRADE - 09885551239";"1.028,00";"1.028,00";"0,00"
"ANA JULIA DA SILVA REGO - 02032854252";"264,00";"264,00";"0,00"
"ANA JULIA DO NASCIMENTO VITURINO - 04455440232";"60,00";"60,00";"60,00"
"ANA JULIA FORTE CAMPOS - 00839735243";"7.326,27";"7.326,27";"7.326,27"
"ANA JULIA SILVA FRANÇA - 05182636229";"480,00";"480,00";"480,00"
"ANA KAROLYNE SILVA DE JESUS - 96769610272";"3.659,27";"3.659,27";"3.659,27"
"ANA KAROLYNE SILVA JANGLES - 04816967257";"1.122,04";"1.122,04";"1.122,04"
"ANA KAROLYNNE ALMEIDA DA SILVA - 02538888247";"750,00";"750,00";"750,00"
"ANA KASSIA ABREU SEVERINO - 08639516278";"600,00";"600,00";"600,00"
"ANA KATRINE CHAVES PINHEIRO - 70238825299";"16.640,00";"16.640,00";"16.640,00"
"ANA KAYRINE MAIA SANTOS - 06513168201";"730,00";"730,00";"730,00"
"ANA KELLI NUNES SOUZA - 52752992220";"3.491,80";"3.491,80";"3.491,80"
"ANA KELLY MESQUITA SUZUKI - 75825961291";"12.000,00";"9.000,00";"9.000,00"
"ANA KELY RODRIGUES DOS SANTOS - 07053295265";"800,00";"800,00";"800,00"
"ANA KEMILLY DE SOUZA SALES - 06998117248";"224,00";"224,00";"224,00"
"ANA KETHELYN DE OLIVEIRA BARBOSA - 07268340257";"320,00";"320,00";"320,00"
"ANA KETLEN OLIVEIRA ARRUDA - 03862297241";"698,00";"698,00";"698,00"
"ANA KETLYN FELISBERTO COSTA - 10242033288";"42,00";"42,00";"42,00"
"ANA LAVINIA NASCIMENTO OLIVEIRA - 07013362263";"1.040,00";"1.040,00";"0,00"
"ANA LETICIA CASTRO DIMAS - 09122698205";"320,00";"320,00";"320,00"
"ANA LETÍCIA DA PÁSCOA SOBRAL - 08070233290";"1.692,00";"1.692,00";"1.692,00"
"ANA LETICIA DA SILVA AZEVEDO - 08237976274";"280,00";"280,00";"280,00"
"ANA LETICIA DE OLIVEIRA BRAGA PRADO - 04104089214";"696,78";"696,78";"696,78"
"ANA LETICIA MACEDO MAIA - 10009813209";"1.180,00";"1.180,00";"1.180,00"
"ANA LETICIA OLIVEIRA DA CONCEIÇÃO - 08968432201";"160,00";"160,00";"160,00"
"ANA LETICIA SOBRINHO PEREIRA GONCALVES - 94615233272";"1.574,38";"1.574,38";"1.574,38"
"ANALIA VALENTE E SOUZA - 19718632204";"1.781,28";"1.781,28";"1.781,28"
"ANALICE CUNHA DOS SANTOS - 04816249290";"1.520,00";"1.520,00";"1.520,00"
"ANALICE DO AMARAL SARAH - 02453489216";"110,00";"110,00";"110,00"
"ANALICE FERREIRA DA COSTA - 74255940215";"15.000,00";"15.000,00";"15.000,00"
"ANALICE PRUDENCIO DE ALMEIDA - 70517559277";"1.200,00";"1.200,00";"1.200,00"
"ANA LIVIA DE SOUZA REIS - 04440163254";"342,00";"342,00";"342,00"
"ANA LOURDES OLIVEIRA DA SILVA - 10164729275";"960,00";"960,00";"960,00"
"ANA LUCIA DA CUNHA E SILVA - 30781418291";"28.887,99";"28.887,99";"28.887,99"
"ANA LUCIA FARIAS DA SILVA - 69834490291";"34.957,41";"32.701,92";"32.701,92"
"ANA LUCIA FARIAS DE LIMA - 94399263253";"720,00";"720,00";"720,00"
"ANA LÚCIA FEITOSA DA SILVA - 09288132236";"288,00";"288,00";"288,00"
"ANA LUCIA FERREIRA PINTO - 28669021811";"5.582,26";"5.582,26";"5.582,26"
"ANA LÚCIA FREITAS DOS SANTOS - 89903200200";"30.000,00";"30.000,00";"30.000,00"
"ANA LUCIA SILVA DE OLIVEIRA - 84198621268";"320,00";"320,00";"320,00"
"ANA LUÍSA BARROS MESQUITA - 06906137255";"770,00";"770,00";"770,00"
"ANA LUÍSA DE OLIVEIRA FIDELES DOMICIANO - 02048067204";"1.296,78";"1.296,78";"1.296,78"
"ANA LUISA HALUEN DA FONSECA - 09977639221";"470,00";"470,00";"470,00"
"ANA LUISA OLIVEIRA SOUZA - 07534275245";"1.154,00";"1.154,00";"1.154,00"
"ANA LUIZA ALBANO DE LIMA - 08511042237";"778,00";"778,00";"778,00"
"ANA LUIZA COSTA DA FROTA - 05685695209";"700,00";"700,00";"700,00"
"ANA LUIZA DA SILVA NEVES - 00152835261";"232,26";"232,26";"232,26"
"ANA LUIZA DE SOUSA NASCIMENTO - 02729640266";"90,00";"90,00";"90,00"
"ANA LUIZA MEIRELES DA SILVA - 02329148267";"2.880,00";"0,00";"0,00"
"ANA LUIZA SOUZA DE OLIVEIRA - 07550826218";"120,00";"120,00";"120,00"
"ANA LUZIA DA SILVA CORREA - 10212137212";"248,00";"248,00";"248,00"
"ANA LUZIA LIMA DAMACENO - 07569754255";"2.080,00";"2.080,00";"2.080,00"
"ANALYCE TESSINARI DOS SANTOS - 07329447242";"1.030,00";"1.030,00";"1.030,00"
"ANA LYZ MONTEIRO LEITE - 70329066218";"400,00";"400,00";"400,00"
"ANA MACHADO BORGES - 94104557234";"320,00";"320,00";"320,00"
"ANA MARIA COSTA DA CONCEICAO - 64585140263";"26.663,22";"26.663,22";"26.663,22"
"ANA MARIA CRISOSTIMO VASCONCELOS - 44413548272";"1.883,70";"1.883,70";"1.883,70"
"ANA MARIA DA SILVA ALVES - 36083780225";"858,76";"858,76";"858,76"
"ANA MARIA DE HOLANDA BEZERRA - 39125149253";"3.688,99";"3.688,99";"3.688,99"
"ANA MARIA FERREIRA DA SILVA - 35989335253";"2.316,81";"2.316,81";"2.316,81"
"ANA MARIA FREITAS DA SILVA - 49551922204";"4.309,29";"4.309,29";"4.309,29"
"ANA MARIA SOUZA DA COSTA CAMARGO - 68835485215";"308,00";"308,00";"308,00"
"ANA MAYANE COELHO DA SILVA - 70529343290";"888,00";"888,00";"888,00"
"ANA MAYNARA DA SILVA OLIVEIRA - 07530499297";"448,00";"448,00";"448,00"
"ANANDA CASSIA DA SILVA MARQUES - 00431330298";"320,00";"320,00";"320,00"
"ANANDA CRUZ DE SOUZA - 07438469239";"340,00";"340,00";"340,00"
"ANANDA RAFAELA DA SILVA ANDRADE - 01223106241";"320,00";"320,00";"320,00"
"ANANIAS MOTA DO NASCIMENTO - 81324936215";"807,25";"807,25";"807,25"
"ANA NUCIA DA COSTA SILVA - 83658297204";"2.316,81";"2.316,81";"2.316,81"
"ANA OLIVEIRA DO NASCIMENTO LIMA - 71097279200";"320,00";"320,00";"320,00"
"ANA PAULA ALBUQUERQUE DA SILVA - 70460794205";"376,88";"376,88";"376,88"
"ANA PAULA ANASTÁCIO NABI - 02441775200";"280,00";"280,00";"280,00"
"ANA PAULA ASSIS DE LIMA - 02078355275";"10.892,90";"10.892,90";"10.892,90"
"ANA PAULA ASSUNCAO E SILVA - 30833566253";"6.580,00";"6.580,00";"6.580,00"
"ANA PAULA BRAGA SALES - 08720806256";"160,00";"160,00";"0,00"
"ANA PAULA CALDEIRA BRANT FERREIRA RIBAS - 76671887691";"3.005,62";"3.005,62";"3.005,62"
"ANA PAULA CARVALHO DA SILVA - 10449457290";"320,00";"320,00";"320,00"
"ANA PAULA CRUZ DA SILVA - 07335011256";"296,00";"296,00";"296,00"
"ANA PAULA DA CONCEIÇÃO LIMA - 03793318290";"256,00";"256,00";"256,00"
"ANA PAULA DA SILVA BEZERRA - 09270689239";"320,00";"320,00";"320,00"
"ANA PAULA DA SILVA LEITE SOUZA - 69834687249";"8.772,89";"8.772,89";"8.772,89"
"ANA PAULA DA SILVA MEDEIROS - 52421074215";"322,89";"322,89";"322,89"
"ANA PAULA DA SILVA XAVIER - 83557482200";"18.830,83";"18.830,83";"13.104,84"
"ANA PAULA DE OLIVEIRA - 06017583239";"320,00";"320,00";"320,00"
"ANA PAULA DE OLIVEIRA CARDOSO - 00794396240";"1.437,35";"1.437,35";"1.437,35"
"ANA PAULA DO COUTO PINHO - 72302909291";"31.680,00";"31.680,00";"31.680,00"
"ANA PAULA DOS SANTOS - 00853344213";"1.842,50";"1.842,50";"1.842,50"
"ANA PAULA DOS SANTOS COSTA - 70247435228";"400,00";"400,00";"400,00"
"ANA PAULA DUARTE LOPES - 01004909217";"14.029,12";"14.029,12";"14.029,12"
"ANA PAULA FALCAO FREIRE - 92841864200";"2.576,24";"2.576,24";"2.576,24"
"ANA PAULA GOMES CARVALHO DUTRA - 75984601249";"1.001,88";"1.001,88";"1.001,88"
"ANA PAULA HOLANDA DE SOUZA - 10751232246";"800,00";"800,00";"800,00"
"ANA PAULA KAXINAWÁ DE LIMA - 07320352281";"360,00";"360,00";"360,00"
"ANA PAULA LIMA ANDRADE - 30780349253";"12.398,62";"12.398,62";"12.398,62"
"ANA PAULA LIMA DA SILVA - 01255211202";"464,52";"464,52";"464,52"
"ANA PAULA LOPES MONTEIRO - 59713909291";"33.049,55";"33.049,55";"33.049,55"
"ANA PAULA MACEDO DE LACERDA - 34499350204";"24.343,14";"24.343,14";"24.343,14"
"ANA PAULA MAGALHAES JACOME - 50970950225";"3.220,87";"3.220,87";"3.220,87"
"ANA PAULA MAIA JANSEN - 10394266897";"1.120,00";"1.120,00";"1.120,00"
"ANA PAULA MATOS ROCHA - 68222467204";"8.129,03";"8.129,03";"8.129,03"
"ANA PAULA MELO DE SOUZA - 03822903213";"4.240,00";"4.240,00";"4.240,00"
"ANA PAULA NASCIMENTO DANKAR - 70383812291";"2.421,90";"2.421,90";"2.421,90"
"ANA PAULA OLIVEIRA DE SOUSA - 05436409229";"308,00";"308,00";"308,00"
"ANA PAULA PIMENTEL DE LIMA - 05131730210";"550,00";"550,00";"550,00"
"ANA PAULA SANTIAGO SILVA - 02444604261";"5.040,00";"5.040,00";"5.040,00"
"ANA PAULA SARTI PAULUS LTDA - 48844664000163";"47.022,08";"0,00";"0,00"
"ANA PAULA SOARES DA SILVA - 51739593200";"1.574,38";"1.574,38";"0,00"
"ANA PAULA SOUZA DO NASCIMENTO - 97596736220";"1.456,28";"1.456,28";"1.456,28"
"ANA PAULA SOUZA NOGUEIRA - 07855631216";"880,00";"880,00";"880,00"
"ANA PAULA VILANOVA NEGREIROS - 01151157228";"31.888,56";"31.888,56";"31.888,56"
"ANA PRISCILA NOGUEIRA DA SILVA - 00878962220";"27.384,00";"20.664,00";"20.664,00"
"ANA PRYSCILLA DA COSTA GUIMARAES - 81161212272";"400,00";"400,00";"400,00"
"ANA RAQUEL ALENCAR DA SILVA - 00035534265";"2.152,51";"2.152,51";"2.152,51"
"ANA RAQUEL MARTINS GRANGEIRO - 05992446400";"4.747,43";"4.747,43";"4.747,43"
"ANA RAQUEL OLIVEIRA FERREIRA - 01568452292";"527,62";"527,62";"527,62"
"ANA RAYELLE GOMES DE LIMA - 02089021209";"2.003,77";"2.003,77";"2.003,77"
"ANA RAYKA SILVA MATIAS - 08203791239";"168,00";"168,00";"168,00"
"ANA REBECA SUSSUARANA RODRIGO DA SILVA - 07274214250";"220,00";"220,00";"220,00"
